memory file = ../riscvn.mem
program counter = 0000000c(12)
stack address = 4096
debugtype = 3
ram[00000000]  = 00000417(32) ; 00000000 -> 00000417 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000001f0] -> 40000313
[INST] inst fetched from 000001f0 -> 40000313
[REGIMM] 40000313 : rd 6, rs1 0(00000000), funct3 0, funct7 20, imm 400
: pc -> 000001f4(500) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000400 : t2 -> 00000001 : 
: s0 -> 000001ec : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000001f4] -> 40030313
[INST] inst fetched from 000001f4 -> 40030313
[REGIMM] 40030313 : rd 6, rs1 6(00000400), funct3 0, funct7 20, imm 400
: pc -> 000001f8(504) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000800 : t2 -> 00000001 : 
: s0 -> 000001ec : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000001f8] -> 40030313
[INST] inst fetched from 000001f8 -> 40030313
[REGIMM] 40030313 : rd 6, rs1 6(00000800), funct3 0, funct7 20, imm 400
: pc -> 000001fc(508) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000c00 : t2 -> 00000001 : 
: s0 -> 000001ec : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[000001fc] -> 40030313
[INST] inst fetched from 000001fc -> 40030313
[REGIMM] 40030313 : rd 6, rs1 6(00000c00), funct3 0, funct7 20, imm 400
: pc -> 00000200(512) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00001000 : t2 -> 00000001 : 
: s0 -> 000001ec : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000200] -> fff33e13
[INST] inst fetched from 00000200 -> fff33e13
[REGIMM] fff33e13 : rd 28, rs1 6(00001000), funct3 3, funct7 7f, imm fff
: pc -> 00000204(516) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00001000 : t2 -> 00000001 : 
: s0 -> 000001ec : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000001 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000204] -> 480e0863
[INST] inst fetched from 00000204 -> 480e0863
[BRANCH] 480e0863 : rs1 28(00000001), rs2 0(00000000), funct3 0, brimm 490
: pc -> 00000208(520) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00001000 : t2 -> 00000001 : 
: s0 -> 000001ec : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000001 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000208] -> fff30313
[INST] inst fetched from 00000208 -> fff30313
[REGIMM] fff30313 : rd 6, rs1 6(00001000), funct3 0, funct7 7f, imm fff
: pc -> 0000020c(524) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> 00000001 : 
: s0 -> 000001ec : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000001 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000020c] -> 00000417
[INST] inst fetched from 0000020c -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000210(528) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> 00000001 : 
: s0 -> 0000020c : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000001 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000210] -> fff33e13
[INST] inst fetched from 00000210 -> fff33e13
[REGIMM] fff33e13 : rd 28, rs1 6(00000fff), funct3 3, funct7 7f, imm fff
: pc -> 00000214(532) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> 00000001 : 
: s0 -> 0000020c : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000001 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000214] -> 480e0063
[INST] inst fetched from 00000214 -> 480e0063
[BRANCH] 480e0063 : rs1 28(00000001), rs2 0(00000000), funct3 0, brimm 480
: pc -> 00000218(536) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> 00000001 : 
: s0 -> 0000020c : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000001 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000218] -> 00000417
[INST] inst fetched from 00000218 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 0000021c(540) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> 00000001 : 
: s0 -> 00000218 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000001 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000021c] -> 00133e13
[INST] inst fetched from 0000021c -> 00133e13
[REGIMM] 00133e13 : rd 28, rs1 6(00000fff), funct3 3, funct7 0, imm 1
: pc -> 00000220(544) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> 00000001 : 
: s0 -> 00000218 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000220] -> 460e1a63
[INST] inst fetched from 00000220 -> 460e1a63
[BRANCH] 460e1a63 : rs1 28(00000000), rs2 0(00000000), funct3 1, brimm 474
: pc -> 00000224(548) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> 00000001 : 
: s0 -> 00000218 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000224] -> fff00393
[INST] inst fetched from 00000224 -> fff00393
[REGIMM] fff00393 : rd 7, rs1 0(00000000), funct3 0, funct7 7f, imm fff
: pc -> 00000228(552) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000218 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000228] -> 00000417
[INST] inst fetched from 00000228 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 0000022c(556) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000228 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000022c] -> 0023be13
[INST] inst fetched from 0000022c -> 0023be13
[REGIMM] 0023be13 : rd 28, rs1 7(ffffffff), funct3 3, funct7 0, imm 2
: pc -> 00000230(560) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000228 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000230] -> 460e1263
[INST] inst fetched from 00000230 -> 460e1263
[BRANCH] 460e1263 : rs1 28(00000000), rs2 0(00000000), funct3 1, brimm 464
: pc -> 00000234(564) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000228 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000234] -> 00000417
[INST] inst fetched from 00000234 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000238(568) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000234 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000238] -> fff3be13
[INST] inst fetched from 00000238 -> fff3be13
[REGIMM] fff3be13 : rd 28, rs1 7(ffffffff), funct3 3, funct7 7f, imm fff
: pc -> 0000023c(572) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000234 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000023c] -> 440e1c63
[INST] inst fetched from 0000023c -> 440e1c63
[BRANCH] 440e1c63 : rs1 28(00000000), rs2 0(00000000), funct3 1, brimm 458
: pc -> 00000240(576) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000234 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000240] -> fff00393
[INST] inst fetched from 00000240 -> fff00393
[REGIMM] fff00393 : rd 7, rs1 0(00000000), funct3 0, funct7 7f, imm fff
: pc -> 00000244(580) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000234 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000000 : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000244] -> 7ff00e13
[INST] inst fetched from 00000244 -> 7ff00e13
[REGIMM] 7ff00e13 : rd 28, rs1 0(00000000), funct3 0, funct7 3f, imm 7ff
: pc -> 00000248(584) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000234 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 000007ff : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000248] -> 7ffe0e13
[INST] inst fetched from 00000248 -> 7ffe0e13
[REGIMM] 7ffe0e13 : rd 28, rs1 28(000007ff), funct3 0, funct7 3f, imm 7ff
: pc -> 0000024c(588) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000234 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000ffe : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000024c] -> 001e0e13
[INST] inst fetched from 0000024c -> 001e0e13
[REGIMM] 001e0e13 : rd 28, rs1 28(00000ffe), funct3 0, funct7 0, imm 1
: pc -> 00000250(592) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> ffffffff : 
: s0 -> 00000234 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000fff : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000250] -> 41c383b3
[INST] inst fetched from 00000250 -> 41c383b3
[REGREG] 41c383b3 : rd 7, rs1 7(ffffffff), rs2 28(00000fff), funct3 0, funct7 20
: pc -> 00000254(596) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> fffff000 : 
: s0 -> 00000234 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000fff : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000254] -> 00000417
[INST] inst fetched from 00000254 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000258(600) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> fffff000 : 
: s0 -> 00000254 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000fff : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000258] -> 000e0313
[INST] inst fetched from 00000258 -> 000e0313
[REGIMM] 000e0313 : rd 6, rs1 28(00000fff), funct3 0, funct7 0, imm 0
: pc -> 0000025c(604) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> 00000fff : t2 -> fffff000 : 
: s0 -> 00000254 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000fff : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[0000025c] -> fffff337
[INST] inst fetched from 0000025c -> fffff337
[LUI] fffff337 : rd 6, upperimm fffff000
: pc -> 00000260(608) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> fffff000 : t2 -> fffff000 : 
: s0 -> 00000254 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000fff : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000260] -> 42731a63
[INST] inst fetched from 00000260 -> 42731a63
[BRANCH] 42731a63 : rs1 6(fffff000), rs2 7(fffff000), funct3 1, brimm 434
: pc -> 00000264(612) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> fffff000 : t2 -> fffff000 : 
: s0 -> 00000254 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000fff : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000264] -> 00000417
[INST] inst fetched from 00000264 -> 00000417
[AUIPC] 00000417 : rd 8, upperimm 0
: pc -> 00000268(616) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> fffff000 : t2 -> fffff000 : 
: s0 -> 00000264 : s1 -> 00000000 : a0 -> 00000000 : a1 -> 00000000 : a2 -> 00000000 : a3 -> 00000000 : a4 -> 00000000 : a5 -> 00000000 : 
: a6 -> 00000000 : a7 -> 00000000 : s2 -> 00000000 : s3 -> 00000000 : s4 -> 00000000 : s5 -> 00000000 : s6 -> 00000000 : s7 -> 00000000 : 
: s8 -> 00000000 : s9 -> 00000000 : sa -> 00000000 : sb -> 00000000 : t3 -> 00000fff : t4 -> 00000000 : t5 -> 00000000 : t6 -> 00000000 : 
ram[00000268] -> fff00313
[INST] inst fetched from 00000268 -> fff00313
[REGIMM] fff00313 : rd 6, rs1 0(00000000), funct3 0, funct7 7f, imm fff
: pc -> 0000026c(620) :
: ze -> 00000000 : ra -> 00000000 : sp -> 00001000 : gp -> 00000000 : tp -> 00000000 : t0 -> 00000000 : t1 -> ffffffff : t2 -> fffff000 : 
